Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.3827,229,0,0,0,0,0.583,0.1326,0.943891,0.613603,0.966032
m.3720,243,0,0,0,0,2.372,0.4641,0.828637,0.512734,0.953607
m.13488,163,0,0,0,1,-11.201,-1.1089,1,0.801514,0.902012
m.5908,242,2,1,1,1,-1.808,-0.3025,0.99969,0.716001,0.959488
m.599,163,0,0,0,0,2.263,0.4216,0.844642,0.52637,0.955979
m.1763,638,0,0,0,0,1.195,0.1859,0.92869,0.59838,0.96508
m.26381,192,0,0,0,0,1.487,0.3673,0.865288,0.543526,0.958731
symbB1.EST_k37c20_26748|m.58435,134,1,2,1,2,0.295,0.0501,0.963835,0.636167,0.966683
m.13490,255,2,2,0,2,-2.867,-0.334,0.998808,0.721662,0.958295
m.29599,227,0,0,1,1,-5.449,-0.5354,0.987048,0.752074,0.950138
m.13514,432,0,0,0,2,-5.418,-0.8552,0.991427,0.78438,0.932509
symbB1.EST_k37c20_15198|m.34678,996,0,0,0,1,-0.056,-0.007,0.975214,0.651001,0.966562
symbB1.EST_k37c20_22896|m.50938,501,1,0,1,1,4.863,0.678,0.749565,0.441438,0.939802
m.19148,194,0,0,0,1,1.799,0.3392,0.875895,0.552284,0.960015
m.1875,114,0,0,0,0,-2.455,-0.3179,0.999324,0.7188,0.95891
m.13516,189,7,8,6,7,3.222,0.6795,0.748966,0.440925,0.939698
symbB1.EST_k37c20_19602|m.44199,473,0,1,1,1,4.042,0.6709,0.752373,0.443867,0.940295
m.1355,1555,3,5,3,6,-4.881,-0.6566,0.982959,0.766154,0.944804
m.13552,557,0,0,1,0,-13.831,-2.8126,0.321027,0.818455,0.292232
m.22417,185,0,0,0,0,-9.11,-0.9277,0.998447,0.789941,0.925685
symbB1.EST_k37c20_28718|m.62075,479,6,9,9,1,1.977,0.6364,0.765612,0.45562,0.942662
m.11482,410,0,0,0,0,2.444,0.4199,0.845289,0.526911,0.95607
m.1813,275,0,0,0,0,-10.194,-1.4187,0.979114,0.814448,0.835962
m.13557,339,2,1,1,1,0.471,0.0796,0.957191,0.628247,0.966564
m.25982,154,1,1,1,1,-6.924,-1.6444,0.91923,0.818817,0.774794
m.21583,404,0,0,0,0,-0.968,-0.0881,0.987968,0.670877,0.965613
m.16169,177,0,0,0,1,14.85,1.3302,0.411785,0.2372,0.884703
symbB1.EST_k37c20_7154|m.16857,620,0,1,1,0,-9.505,-1.0853,1,0.800196,0.905613
m.13590,549,17,16,12,14,-4.356,-0.8951,0.995147,0.787501,0.928962
m.6225,650,0,0,0,0,-11.072,-1.012,1,0.795754,0.915756
symbB1.EST_k37c20_1842|m.4423,1008,1,1,1,1,-11.961,-1.8509,0.887301,0.820532,0.706928
m.8021,276,0,0,0,0,-17.133,-1.9485,0.871168,0.820951,0.66764
m.136,295,0,0,0,1,4.405,0.5898,0.782762,0.471347,0.94578
m.25379,155,0,0,0,1,5.708,0.4939,0.817584,0.503065,0.951849
m.10327,1122,1,1,0,3,-12.54,-1.7669,0.898732,0.819994,0.736799
m.13617,393,1,1,0,0,-8.206,-1.0096,1,0.7956,0.916063
m.16099,216,0,0,0,0,-0.574,-0.0494,0.982396,0.661572,0.966176
m.288,547,0,0,0,0,-5.401,-0.7131,0.983353,0.771865,0.94196
m.13680,770,0,0,0,1,-19.864,-2.7118,0.384773,0.819187,0.30863
m.22843,793,1,1,0,0,-0.911,-0.115,0.991255,0.677145,0.965108
m.29431,334,0,0,1,1,-1.115,-0.3364,0.998717,0.722083,0.958203
symbB1.EST_k37c20_6952|m.16418,513,0,0,0,1,1.074,0.1995,0.924517,0.594422,0.96477
m.1369,374,47,55,44,58,9.712,4.976,0.000001,0,0.817658
m.38627,122,0,0,0,0,-4.631,-0.6168,0.98363,0.761826,0.946636
m.13710,208,0,0,0,1,-0.682,-0.079,0.986745,0.668719,0.965763
m.1190,1519,1,0,0,0,-4.119,-0.798,0.987053,0.779624,0.936827
m.15620,573,1,0,0,2,8.869,0.881,0.65022,0.371901,0.924631
symbB1.EST_k37c20_22445|m.50090,1279,0,0,1,0,-9.623,-1.2682,1,0.809131,0.872591
m.16534,278,0,0,0,0,7.417,0.982,0.589415,0.338605,0.916116
m.13720,455,0,0,0,0,-1.178,-0.2564,0.999932,0.707259,0.961141
m.7273,883,1,1,0,1,-2.442,-0.2702,1,0.709932,0.96066
m.31335,295,1,1,1,1,0.323,0.0546,0.962856,0.63497,0.966673
symbB1.EST_k37c20_9128|m.21252,672,0,0,1,2,-2.409,-0.3189,0.999297,0.71898,0.958872
m.13743,311,5,4,5,4,13.39,1.4946,0.362066,0.194485,0.87191
m.27716,303,0,0,0,0,5.982,0.8905,0.644671,0.368707,0.923859
m.13744,138,0,3,1,2,-1.3,-0.1388,0.993742,0.682551,0.964587
m.22122,295,0,0,0,0,4.345,0.7813,0.703972,0.405915,0.93237
symbB1.EST_k37c20_24096|m.53328,290,0,0,0,0,-0.963,-0.1929,0.997861,0.694339,0.963166
m.13753,335,1,1,0,1,-1.177,-0.1154,0.9913,0.677237,0.9651
m.7201,1122,0,0,0,0,-7.8,-0.7524,0.984612,0.775569,0.93974
symbB1.EST_k37c20_16704|m.38084,422,0,2,0,1,-9.672,-1.5754,0.935309,0.817857,0.794232
m.10346,250,1,1,1,2,3.97,0.7586,0.714856,0.41373,0.934049
m.13791,176,0,0,1,1,9.065,1.2692,0.436151,0.253619,0.890012
m.12784,410,1,0,0,1,-3.634,-0.3779,0.996815,0.729131,0.956574
m.10765,227,2,2,2,1,5.275,0.9489,0.609616,0.349343,0.91898
m.13811,436,1,2,1,1,-7.751,-0.8674,0.992514,0.78535,0.931476
symbB1.EST_k37c20_34851|m.72677,300,0,0,0,0,1.081,0.1867,0.928448,0.598148,0.965063
m.13833,263,1,1,0,3,-1.499,-0.2692,1,0.70974,0.960695
symbB1.EST_k37c20_45956|m.86783,429,0,1,1,2,1.525,0.2216,0.917492,0.58793,0.964207
m.14949,162,0,0,0,1,-4.731,-0.4832,0.990218,0.745106,0.952302
symbB1.EST_k37c20_8055|m.18877,1017,0,0,0,1,2.042,0.5282,0.805044,0.491825,0.949742
m.13842,680,13,13,9,13,3.833,1.0857,0.527818,0.306239,0.90679
symbB1.EST_k37c20_22916|m.50972,768,2,2,2,2,13.09,2.1611,0.141144,0.054641,0.842635
m.19692,606,0,0,0,1,-13.484,-1.4971,0.956899,0.8164,0.815388
m.13862,447,1,1,0,1,-0.085,-0.0156,0.976759,0.653176,0.966503
symbB1.EST_k37c20_55947|m.94652,326,0,0,0,0,-10.778,-0.9713,1,0.793046,0.920769
m.13863,1106,4,8,2,5,2.671,0.5006,0.815122,0.500879,0.951444
m.139,190,2,2,2,3,-11.054,-1.567,0.93749,0.817721,0.796539
m.13977,445,16,18,13,16,10.829,1.9531,0.235334,0.086532,0.849933
m.1408,226,5,4,4,6,2.277,0.5228,0.807008,0.493603,0.950079
m.14083,1506,0,1,0,1,-2.872,-0.6667,0.982911,0.767211,0.944319
m.10360,636,1,2,1,0,-10.992,-1.0878,1,0.800338,0.90524
m.141,436,29,28,29,34,-0.576,-0.1411,0.993962,0.683067,0.964533
m.14108,268,0,0,0,1,6.668,1.1477,0.493904,0.287835,0.901076
m.14109,662,3,3,1,3,-0.416,-0.0646,0.9847,0.665267,0.965979
m.14128,211,12,14,10,9,-1.479,-0.2945,0.999829,0.714522,0.959784
m.1413,338,7,6,6,9,-3.555,-0.7449,0.984312,0.774878,0.940183
m.14152,569,0,0,0,1,4.145,0.725,0.730024,0.425301,0.936484
m.14201,145,1,0,0,0,-7.91,-0.9746,1,0.793272,0.920378
m.14213,220,1,2,0,1,2.065,0.2027,0.923519,0.593486,0.964693
m.14297,518,1,2,0,1,-8.092,-0.8885,0.994503,0.786995,0.929583
m.10378,725,0,0,1,1,-1.749,-0.2762,0.999996,0.71108,0.960447
m.14312,960,12,15,5,19,1.294,0.4269,0.842634,0.524679,0.955693
m.14349,643,0,1,0,0,-3.088,-0.377,0.996863,0.728982,0.95661
m.14355,846,15,17,12,21,5.626,1.2668,0.437173,0.254274,0.890226
m.1436,550,29,34,20,26,-3.397,-0.9493,1,0.791505,0.923312
m.1437,515,1,0,0,1,-5.618,-0.9074,0.996372,0.788433,0.927768
m.14375,119,0,1,0,1,-5.536,-0.7575,0.984834,0.776035,0.939434
m.1440,833,1,1,1,2,-4.688,-0.3876,0.996282,0.730715,0.956187
m.14422,417,1,0,0,2,-7.182,-1.3082,0.999999,0.810729,0.863582
m.14458,126,4,4,4,4,-3.859,-1.0385,1,0.797423,0.912262
m.1038,113,4,4,2,4,-6.893,-0.6438,0.983094,0.764791,0.945405
m.14465,536,0,1,0,4,-6.336,-0.4826,0.990256,0.745022,0.952326
m.1447,450,1,0,0,1,-7.91,-0.8301,0.989345,0.782335,0.934506
m.14490,140,1,3,2,2,0.08,0.007,0.972603,0.647426,0.966634
m.1454,475,4,3,3,5,3.869,0.5698,0.79,0.478036,0.947089
m.14543,392,1,1,0,1,-4.664,-0.4313,0.993613,0.737566,0.954424
m.1456,431,2,1,2,3,15.614,1.4135,0.383693,0.215354,0.877901
m.14575,826,0,0,0,0,0.495,0.0831,0.956367,0.627296,0.966541
m.1461,469,1,1,0,1,-6.044,-1.0566,1,0.798521,0.909765
m.1463,394,2,3,2,4,7.503,0.9746,0.593931,0.34099,0.916762
m.14712,256,1,1,1,2,-2.273,-0.2557,0.999925,0.707122,0.961165
m.10387,484,7,5,3,5,-2.833,-0.6406,0.983137,0.764446,0.945554
m.1472,277,3,4,2,3,-11.795,-1.2929,1,0.810131,0.867115
m.1473,555,7,8,6,11,3.552,0.6145,0.773745,0.463035,0.944139
m.14738,152,2,2,2,2,-1.441,-0.1669,0.996152,0.688762,0.963888
m.14739,401,3,1,1,1,17.588,1.4964,0.361647,0.194024,0.871784
m.14754,356,5,3,2,5,0.883,0.1513,0.938767,0.608317,0.965746
m.14756,396,4,2,3,5,-1.353,-0.1345,0.993323,0.681584,0.964686
m.14765,420,0,0,0,1,-1.075,-0.1887,0.997619,0.693449,0.963287
m.1478,617,2,0,1,2,1.127,0.1664,0.934465,0.604004,0.965477
m.14813,275,0,1,0,2,-5.529,-1.0172,1,0.796088,0.915085
symbB1.EST_k37c20_34449|m.71982,525,1,0,0,0,-3.362,-0.7321,0.983861,0.773681,0.940916
m.1485,256,4,4,2,1,1.786,0.2845,0.895984,0.569079,0.96221
m.104,1674,56,55,52,66,0.052,0.0208,0.969916,0.643862,0.966678
m.14875,111,1,1,1,1,0.942,0.2101,0.921185,0.591317,0.964509
m.14897,346,0,0,0,2,0.056,0.0102,0.971991,0.646603,0.966647
m.14910,573,0,2,4,5,6.166,1.0012,0.577726,0.332464,0.914426
m.14914,470,1,1,2,1,-7.099,-1.1519,1,0.803782,0.894987
m.14915,293,30,36,29,36,-0.996,-0.6115,0.983775,0.761229,0.946872
m.14918,406,1,1,1,2,-6.753,-0.6275,0.983379,0.763016,0.946154
m.3719,533,0,0,0,0,-6.922,-1.038,1,0.797392,0.91233
m.14920,231,0,0,0,0,-7.761,-1.0984,1,0.800934,0.903635
m.14923,328,3,4,3,4,-9.212,-2.1382,0.824054,0.821253,0.578106
m.14938,965,1,1,2,3,-2.291,-0.3339,0.998812,0.721644,0.958299
m.14952,249,4,3,2,8,11.173,1.6214,0.337262,0.162244,0.863991
m.1041,396,1,1,2,4,5.053,0.7113,0.735907,0.430014,0.937461
m.14963,1061,15,13,15,18,5.364,1.0278,0.56168,0.324066,0.912053
m.14967,111,0,1,0,1,-4.318,-0.4381,0.99317,0.73859,0.954147
m.14975,171,0,0,0,2,0.682,0.0681,0.959845,0.631354,0.966625
m.17308,285,1,0,0,0,6.523,0.996,0.580886,0.334121,0.914886
m.14983,218,3,3,2,4,-1.601,-0.297,0.999789,0.714986,0.959692
m.14984,440,4,10,3,4,-1.28,-0.1512,0.994878,0.685315,0.964289
m.14985,790,3,1,1,3,-7.869,-1.2162,0.999999,0.806875,0.883262
m.14987,313,0,0,0,0,-3.668,-0.5342,0.987113,0.75192,0.950189
m.14994,562,0,0,1,1,-3.617,-0.7121,0.983334,0.771768,0.942014
m.14999,503,79,80,71,79,3.394,3.3909,0.005057,0.000961,0.822798
m.1042,331,2,2,1,2,-1.393,-0.2379,0.99963,0.703599,0.961765
m.1500,101,2,2,1,3,0.786,0.1758,0.931712,0.601301,0.965293
symbB1.EST_k37c20_17187|m.39173,946,0,0,0,0,2.994,0.3654,0.866009,0.544121,0.95882
m.15018,456,9,7,8,9,2.824,0.3969,0.854031,0.534211,0.957272
m.15026,538,0,0,0,0,-4.985,-0.5642,0.985573,0.755672,0.948924
m.1504,136,0,1,1,2,0.538,0.0726,0.958816,0.630141,0.966604
m.15047,323,11,12,11,15,5.906,1.3782,0.394859,0.224546,0.880711
m.1505,423,3,2,1,3,-9.494,-1.2801,0.999998,0.809619,0.869987
m.15054,242,19,15,15,12,4.597,0.7431,0.721988,0.419069,0.935179
m.15063,195,1,0,0,2,-1.936,-0.215,0.998915,0.69895,0.9625
m.15079,260,13,11,12,15,8.983,2.2153,0.123821,0.048332,0.840796
m.15083,267,0,1,0,1,-0.053,-0.0057,0.974977,0.650671,0.966569
m.15096,468,1,1,0,1,-8.805,-0.8053,0.987533,0.78025,0.93632
m.15098,368,3,4,2,4,8.222,1.5924,0.342306,0.169579,0.865642
m.151,201,1,1,0,2,-0.175,-0.0165,0.976918,0.653403,0.966497
m.15111,545,22,24,17,19,-0.182,-0.0471,0.982034,0.661009,0.966204
m.15114,369,3,4,2,2,5.792,0.6617,0.755966,0.447009,0.940931
m.15121,194,0,0,0,1,-4.056,-0.5954,0.984291,0.759385,0.947581
m.15126,176,0,0,0,1,9.658,1.3095,0.419699,0.242724,0.886478
m.15134,1205,0,0,0,1,-0.333,-0.0406,0.980996,0.65941,0.966277
m.10457,752,0,0,0,0,3.942,0.4437,0.83629,0.519301,0.954767
m.15141,227,2,5,5,6,8.811,1.8431,0.284386,0.108949,0.853941
m.15155,891,1,1,1,1,-1.207,-0.2593,0.999956,0.707824,0.961041
m.15158,259,0,1,0,0,0.318,0.0383,0.966347,0.639287,0.966696
m.15162,152,13,14,13,16,5.432,1.6335,0.335194,0.159194,0.863329
m.15166,611,4,5,3,6,-0.42,-0.0903,0.988254,0.671396,0.965575
m.15170,715,5,6,5,8,-6.67,-1.5769,0.934925,0.817881,0.793819
m.15172,116,1,1,2,2,2.205,0.3142,0.885196,0.560003,0.961069
m.15175,266,3,2,3,5,4.162,0.4643,0.828562,0.512669,0.953596
m.15185,362,21,24,18,25,-11.274,-2.2413,0.789745,0.821202,0.523296
m.10463,220,0,1,0,0,6.698,0.8325,0.677505,0.388355,0.928476
m.15196,185,0,0,0,1,-2.282,-0.4978,0.989286,0.747115,0.9517
m.152,115,5,5,3,5,-10.428,-1.3924,0.986003,0.813669,0.842722
m.15200,788,3,6,3,6,-3.807,-0.5942,0.984334,0.759245,0.947633
m.15204,648,18,19,13,15,10.2,2.2071,0.126224,0.049243,0.84107
m.15205,198,0,1,0,0,10.351,1.3258,0.413437,0.23837,0.885078
m.1522,770,1,0,0,1,3.785,0.6424,0.763352,0.453582,0.942254
m.15241,654,6,7,5,5,-4.655,-1.2321,0.999999,0.807587,0.880118
m.15244,481,1,0,1,2,-10.124,-1.5439,0.94369,0.817324,0.80283
m.10468,320,8,5,4,9,-10.78,-1.3674,0.99207,0.812866,0.849063
m.15247,289,3,4,2,5,-2.33,-0.4863,0.990015,0.745536,0.952174
m.1527,299,10,12,9,10,15.576,3.2057,0.010052,0.002059,0.824148
m.15279,668,1,0,1,1,-0.065,-0.0119,0.976099,0.652242,0.96653
m.15280,205,1,2,1,2,-2.891,-0.6705,0.982904,0.767604,0.944135
m.15290,959,8,5,3,9,1.212,0.4525,0.832981,0.516473,0.954272
m.153,398,2,3,1,2,1.635,0.2419,0.910781,0.581905,0.963626
m.1530,391,4,5,3,4,-1.792,-0.2623,0.999978,0.708408,0.960937
m.15306,507,0,0,0,0,-2.074,-0.3001,0.999737,0.715559,0.959577
m.28786,108,0,1,1,1,-6.756,-1.373,0.990758,0.813051,0.847651
m.15316,161,1,0,1,2,3.981,0.5858,0.784212,0.472688,0.946044
m.10472,547,2,1,3,4,6.289,1.3358,0.409708,0.235712,0.884228
m.15323,305,4,8,3,8,-6.534,-1.6162,0.925382,0.818456,0.782859
m.15325,4828,0,0,0,0,-6.11,-0.6684,0.982907,0.767387,0.944237
m.15331,209,1,2,2,2,-7.593,-1.4942,0.957734,0.816337,0.816159
m.15370,180,21,26,22,26,5.044,3.4589,0.003972,0.000716,0.822378
m.15377,555,16,21,12,17,-0.902,-0.3294,0.998969,0.720851,0.958472
m.15396,329,2,2,2,4,2.019,0.2806,0.897375,0.570263,0.962351
m.15400,429,4,5,4,4,0.007,0.0008,0.973774,0.649014,0.966605
m.15409,308,0,0,0,0,9.032,0.5825,0.785408,0.473793,0.94626
m.15449,425,1,3,0,3,5.605,0.887,0.646721,0.369882,0.924144
m.15457,489,0,1,1,2,-1.389,-0.186,0.997456,0.692875,0.963364
m.10484,222,0,0,0,0,4.901,0.9945,0.581798,0.3346,0.915018
m.1547,193,4,4,4,4,-3.236,-0.5885,0.984542,0.758579,0.947881
m.15471,509,5,3,4,7,14.202,2.0642,0.18074,0.067837,0.846017
m.15491,328,0,0,0,1,-8.432,-0.8447,0.990528,0.783532,0.933365
m.15526,304,1,3,2,3,-2.77,-0.4682,0.991196,0.742991,0.952917
m.15544,155,1,1,1,2,3.685,0.4166,0.84654,0.527962,0.956246
m.15573,170,0,3,1,2,-0.33,-0.0493,0.982381,0.661548,0.966178
m.15586,275,6,6,6,6,0.952,0.1684,0.933885,0.60343,0.965439
m.1560,548,8,9,8,11,-8.951,-1.8499,0.887443,0.820526,0.707304
m.15618,675,0,1,0,1,4.945,0.6176,0.772603,0.461987,0.943931
m.10496,298,7,5,7,11,7.275,1.6434,0.333502,0.156704,0.862799
m.15633,448,30,36,30,37,-2.809,-1.4215,0.978354,0.814527,0.835237
m.15646,189,0,0,1,0,-6.256,-0.9366,0.99937,0.790591,0.924726
m.15686,206,2,2,3,2,-6.3,-0.6765,0.982913,0.768221,0.94384
m.15693,310,5,4,4,6,8.507,1.2775,0.43265,0.251359,0.889277
m.15700,399,2,2,3,5,5.041,0.7402,0.723298,0.420068,0.935389
m.15722,235,13,15,12,9,0.694,0.1213,0.946877,0.616768,0.96618
m.15724,695,2,1,2,2,1.822,0.4738,0.825023,0.509596,0.953043
m.1576,513,6,6,6,7,-5.706,-1.9024,0.879435,0.820778,0.686814
m.10499,214,0,0,1,0,0.765,0.1381,0.942408,0.612055,0.965953
m.15763,343,0,0,0,1,-6.941,-0.931,0.998788,0.790183,0.925333
m.15764,225,3,3,2,2,5.423,0.5776,0.787181,0.475432,0.946581
m.15803,206,0,0,0,1,-3.945,-0.5134,0.988324,0.749209,0.951055
m.1582,284,1,2,1,2,8.311,1.2672,0.437002,0.254165,0.89019
m.15822,319,0,0,0,0,-3.898,-0.4914,0.989689,0.74624,0.951964
m.1583,327,4,4,3,5,-1.23,-0.1787,0.99699,0.691314,0.963569
m.15839,183,5,5,5,6,3.034,0.4308,0.841158,0.523433,0.95548
m.15850,195,0,0,0,1,-3.734,-0.5299,0.987355,0.751367,0.950368
m.15857,420,1,3,3,3,-2.892,-0.5726,0.985191,0.75669,0.948566
m.15862,387,0,0,0,0,-6.131,-0.8462,0.990654,0.783654,0.933245
m.1054,285,3,2,3,6,-2.677,-0.5204,0.987904,0.750132,0.950764
m.15899,456,0,0,2,1,-6.512,-0.8808,0.993764,0.7864,0.93029
m.1592,810,1,1,0,1,-3.402,-0.5238,0.987707,0.750576,0.950622
m.15923,2429,11,12,6,8,8.439,2.3105,0.100905,0.038741,0.837763
m.15941,522,0,0,0,1,1.111,0.1075,0.950411,0.620603,0.966335
m.15962,187,0,0,0,0,1.534,0.2343,0.913321,0.584167,0.963851
m.16005,488,0,0,0,1,5.406,0.8476,0.669217,0.383208,0.927296
m.16009,808,3,4,3,3,1.853,0.2549,0.906363,0.578016,0.963222
m.16036,305,2,3,1,2,-6.516,-0.8225,0.988764,0.781703,0.935078
m.10558,176,1,1,1,2,-5.722,-0.6975,0.983081,0.770335,0.942781
m.16060,768,1,0,0,0,-6.64,-1.2051,1,0.806365,0.885398
m.16119,234,1,0,0,1,7.965,1.9195,0.251672,0.092982,0.851132
m.16132,345,1,2,0,2,-3.9,-0.7265,0.983694,0.773151,0.941229
m.16180,508,1,1,1,2,2.482,0.2594,0.904812,0.576665,0.963077
m.16222,296,0,1,0,2,7.251,1.4352,0.377364,0.209742,0.876232
m.16226,279,3,1,1,2,8.942,1.1595,0.487773,0.284409,0.899987
m.16233,161,5,5,3,4,-5.826,-0.5096,0.988553,0.748704,0.951212
m.16246,388,0,1,1,2,2.591,0.3104,0.886593,0.56117,0.961222
m.10560,427,9,7,6,9,-7.528,-1.131,1,0.8027,0.898478
m.1626,326,3,3,3,5,-11.214,-1.1476,1,0.803563,0.895717
m.16276,140,0,0,0,0,1.664,0.2183,0.918559,0.588904,0.964296
m.16281,177,0,0,0,1,-4.846,-0.9088,0.996514,0.788538,0.927629
m.16282,297,1,1,0,1,-9.772,-1.3176,0.999999,0.811088,0.861358
m.16309,388,0,1,0,0,-6.551,-1.4826,0.961078,0.816079,0.819235
m.16319,224,0,1,0,1,5.722,0.6617,0.755966,0.447009,0.940931
m.16423,301,0,0,0,1,-5.361,-0.8071,0.987658,0.780404,0.936193
m.16425,264,0,0,0,0,4.752,0.6067,0.776606,0.465665,0.94466
m.16449,935,7,8,8,11,2.63,0.9595,0.603151,0.345885,0.91807
m.1652,495,24,24,19,25,-18.635,-2.0558,0.8468,0.821195,0.618978
m.16526,293,0,1,0,0,0.882,0.1365,0.942841,0.612506,0.965976
m.1655,411,3,2,2,3,4.766,0.9044,0.636457,0.364054,0.922719
m.16552,236,1,1,1,1,3.821,0.5087,0.812151,0.49823,0.95095
m.16570,215,0,1,0,1,-6.931,-0.7724,0.985557,0.777378,0.938512
m.16591,233,1,1,2,2,10.593,1.226,0.4553,0.26553,0.893893
m.16598,409,1,0,1,1,-3.86,-0.5712,0.985256,0.756521,0.948626
m.166,168,0,0,0,0,-13.248,-1.2797,0.999999,0.809602,0.870075
m.1664,421,0,0,0,0,-9.447,-0.8642,0.992226,0.785097,0.931751
m.16651,319,1,1,2,1,-5.215,-0.4364,0.993283,0.738335,0.954216
m.10575,652,0,0,0,2,-8.542,-1.0543,1,0.798384,0.910088
m.16692,411,5,7,6,8,8.24,2.4974,0.073427,0.024052,0.83294
m.16730,536,0,0,0,0,5.637,0.8365,0.675329,0.38699,0.928165
m.16736,134,0,1,0,1,-0.005,-0.0006,0.974036,0.649372,0.966598
m.1680,375,1,1,1,1,-6.945,-1.5065,0.954201,0.816599,0.812883
m.16859,1199,4,2,1,3,4.815,0.9618,0.601747,0.345137,0.917872
m.1688,655,2,2,2,3,11.148,1.4167,0.382733,0.214525,0.877652
m.1,362,1,0,0,0,7.142,1.0533,0.546551,0.316137,0.909749
m.16910,2217,9,10,5,9,-0.711,-0.1994,0.998209,0.695708,0.962975
m.16923,260,0,0,1,1,7.351,0.8248,0.681648,0.390986,0.929072
m.16994,221,7,7,6,7,-23.585,-1.8499,0.887443,0.820526,0.707304
m.16997,579,28,34,25,36,-1.3,-0.4713,0.99099,0.743432,0.95279
m.17002,969,1,0,0,1,-0.351,-0.0471,0.982034,0.661009,0.966204
m.17007,211,1,0,0,2,1.776,0.3609,0.867714,0.545528,0.959032
m.17032,119,1,1,0,2,11.281,1.0403,0.554227,0.320164,0.910927
m.1706,388,1,2,0,0,6.852,0.749,0.719302,0.417037,0.93475
m.17099,205,1,2,1,3,6.688,1.7812,0.304592,0.123026,0.856381
m.171,2522,0,0,0,0,-12.35,-1.8607,0.885893,0.820583,0.703207
m.1060,147,1,1,1,4,-0.195,-0.0319,0.979564,0.657256,0.966365
m.17101,439,6,5,4,7,-2.175,-0.5766,0.985021,0.75717,0.948395
m.17110,253,0,0,0,0,-2.753,-0.2487,0.999835,0.705746,0.961404
m.17128,1219,0,0,0,2,11.95,3.3676,0.005501,0.00106,0.822952
m.1714,264,1,1,0,2,1.666,0.319,0.883424,0.558526,0.960873
m.17144,187,0,0,0,2,-1.826,-0.1954,0.997998,0.694867,0.963093
m.17166,360,0,0,0,0,16.678,1.5338,0.353459,0.184475,0.869268
m.17237,424,0,0,0,1,-4.54,-0.7678,0.985323,0.776967,0.938801
m.1729,398,1,1,1,3,-4.767,-0.9235,0.998013,0.789632,0.926128
m.17323,421,21,23,18,21,5.857,1.57,0.346375,0.175263,0.866982
m.10621,420,4,2,3,3,-4.705,-0.5492,0.986309,0.753819,0.949559
m.17346,797,1,0,0,2,4.727,1.0267,0.562339,0.32441,0.912152
m.17427,215,2,6,2,4,12.319,2.5862,0.06355,0.018647,0.831209
m.17452,658,1,0,0,0,-7.36,-1.0573,1,0.798563,0.909667
m.17466,666,14,16,14,18,9.061,2.8792,0.031932,0.007097,0.827192
m.17476,386,2,1,2,2,7.372,0.9657,0.599366,0.34387,0.917535
m.17491,193,2,1,3,3,1.908,0.2446,0.909871,0.581099,0.963544
m.17496,405,5,4,4,4,4.097,0.4672,0.827481,0.511732,0.953428
m.17509,429,1,1,0,1,3.485,0.4373,0.838702,0.521353,0.955123
m.17514,369,1,1,1,3,-7.333,-1.1594,1,0.804161,0.893697
m.17521,185,9,12,9,10,-10.771,-2.6259,0.462949,0.819789,0.332798
m.17527,348,1,2,1,1,-12.722,-1.1425,1,0.803301,0.896575
m.17538,642,0,0,0,0,-4.228,-0.5189,0.987994,0.749935,0.950826
m.17547,505,4,4,3,3,-9.667,-1.154,1,0.803889,0.894628
m.17553,123,2,1,2,3,1.015,0.2004,0.924237,0.594159,0.964748
m.17560,348,2,3,2,6,0.183,0.0342,0.9672,0.640365,0.966696
m.17572,133,3,4,1,5,-1.044,-0.2619,0.999976,0.70833,0.960951
m.1069,424,3,3,1,1,-1.034,-0.1503,0.994799,0.685116,0.964311
m.17582,562,4,7,6,5,7.995,1.4603,0.370546,0.203279,0.87436
m.17587,233,0,1,1,1,-4.475,-0.778,0.985858,0.777876,0.938155
m.17594,254,0,0,1,0,1.87,0.2762,0.898935,0.571596,0.962507
m.17595,424,5,6,6,5,20.987,5.023,0.000001,0,0.81755
m.17609,155,2,1,2,2,-0.387,-0.0329,0.979731,0.657504,0.966356
m.1761,2437,6,6,5,9,5.646,1.0408,0.553931,0.320009,0.910882
m.17619,306,0,1,0,0,-9.754,-1.2059,1,0.806402,0.885245
m.17634,303,0,0,0,1,1.695,0.2121,0.920549,0.59073,0.964458
m.17635,354,0,1,0,1,-7.812,-1.2075,0.999999,0.806476,0.88494
m.17642,405,1,1,1,2,-6.775,-0.6217,0.983508,0.762374,0.946416
m.10693,451,0,1,0,1,10.498,2.253,0.113704,0.044327,0.839558
m.17653,215,5,5,5,6,-0.843,-0.2094,0.998683,0.697793,0.962673
m.17655,964,7,6,3,9,0.01,0.0023,0.973493,0.648631,0.966613
m.17662,137,3,5,4,5,-4.051,-0.4511,0.99232,0.740517,0.953617
m.17682,122,1,1,1,1,-16.968,-2.0635,0.844797,0.821205,0.615282
m.17683,465,0,0,0,2,6.922,0.7186,0.732792,0.427503,0.936941
m.17686,418,1,1,2,1,10.462,1.5943,0.34197,0.169098,0.865531
m.17718,670,6,5,6,4,-6.612,-0.7943,0.986816,0.779304,0.937079
m.17739,255,9,9,10,11,7.123,1.543,0.351589,0.182131,0.868673
m.17769,574,0,0,1,3,0.468,0.0479,0.964311,0.636751,0.966687
m.107,99,4,5,5,7,-7.929,-1.2504,0.999999,0.808382,0.876372
