Protein	Len	S0	S0	S0	S0	S0	S0	S0	S0	S1	S1	S1	S1	S1	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.19510	516	12	15	13	12	12	15	11	16	10	15	13	11	16	11	14	13	1.615	2.0680	0.000000	0.000000	0.602609
m.19514	1648	5	1	1	2	3	5	3	3	2	5	3	4	4	4	3	1	0.816	0.6676	0.000400	0.000025	0.738075
m.19531	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.817	-0.7624	0.994767	0.529798	0.998777
m.19534	303	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-0.617	-0.6029	0.998364	0.461753	0.997126
m.19535	181	2	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	-0.447	-0.4002	0.980526	0.315394	0.996654
m.19543	104	0	1	0	1	0	0	1	2	1	0	1	2	0	0	0	0	-0.766	-0.6420	0.996574	0.482284	0.997069
m.19558	268	1	1	4	2	2	0	2	2	2	0	2	3	1	3	2	2	-0.167	-0.1479	0.704669	0.114295	0.964813
m.19561	251	2	2	0	2	2	2	1	0	0	2	0	0	0	0	1	0	-0.589	-0.4914	0.998510	0.388671	0.997836
m.19580	222	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	-0.606	-0.5382	1.000000	0.421900	0.997586
m.19587	374	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.832	-0.8707	0.999989	0.555849	1.000000
m.19593	255	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.886	-0.7202	0.994303	0.515662	0.997881
m.19597	531	10	13	12	9	9	9	11	7	10	7	9	7	11	8	10	6	1.373	1.1303	0.000000	0.000000	0.662665
m.19598	1537	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	-0.373	-0.3227	0.938597	0.248665	0.992234
m.196	258	2	3	5	3	2	2	3	4	3	2	2	3	2	1	2	2	0.206	0.2058	0.096021	0.007762	0.857069
m.19610	677	3	4	4	4	3	3	4	4	2	3	2	2	2	1	5	1	0.008	0.0065	0.384198	0.042511	0.921810
m.19621	362	1	5	4	5	1	1	3	7	0	0	5	0	0	0	0	3	-0.070	-0.0661	0.536929	0.070157	0.943667
m.19647	482	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	-0.584	-0.5041	0.999293	0.398031	0.997798
m.19657	547	2	2	2	1	2	1	1	2	3	2	2	1	1	3	2	1	-0.151	-0.1206	0.651090	0.097993	0.958262
m.19661	333	9	8	7	8	8	9	8	9	10	8	9	10	8	9	11	8	1.455	1.3163	0.000000	0.000000	0.642572
m.19674	317	5	4	8	6	6	4	5	6	4	5	4	4	6	4	5	5	0.785	0.7000	0.000244	0.000015	0.731606
m.19685	242	0	2	3	3	1	1	3	0	1	2	0	1	2	2	2	0	-0.100	-0.0894	0.586518	0.081288	0.950134
m.19688	311	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	-0.444	-0.3983	0.979845	0.313782	0.996590
m.19695	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.765	-0.6489	0.996294	0.485633	0.997088
m.19700	101	2	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	-0.706	-0.6500	0.996233	0.486159	0.997092
m.19704	127	1	2	3	2	1	0	1	1	3	2	0	2	1	2	2	0	-0.137	-0.1437	0.696650	0.111686	0.963841
m.19708	361	2	7	3	4	4	3	5	3	7	5	6	6	5	9	4	5	1.020	0.8823	0.000012	0.000001	0.698561
m.19722	109	1	1	0	1	2	1	1	1	0	0	0	0	0	0	0	0	-0.615	-0.5390	1.000000	0.422437	0.997579
m.19726	448	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	-0.575	-0.5210	0.999898	0.410097	0.997707
m.1973	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.753	-0.6616	0.995768	0.491586	0.997149
m.19748	107	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.446	-0.3833	0.973937	0.300979	0.996019
m.19751	156	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-0.728	-0.6438	0.996518	0.483165	0.997073
m.19764	354	3	4	5	5	4	2	4	4	5	3	5	5	3	4	4	4	1.046	0.8503	0.000021	0.000001	0.703959
m.19768	178	1	2	1	3	1	2	2	2	2	2	3	3	1	2	1	2	0.061	0.0559	0.290187	0.029152	0.905954
m.19801	196	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.606	-0.5384	1.000000	0.422034	0.997584
m.19802	135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.305	-0.2989	0.918893	0.228299	0.990010
m.19805	110	4	4	5	3	4	5	4	4	5	4	4	5	5	4	5	6	0.943	1.0820	0.000000	0.000000	0.668825
m.19807	203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-0.688	-0.5653	0.999711	0.439481	0.997371
m.1983	176	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.666	-0.6061	0.998230	0.463533	0.997112
m.19866	117	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	-0.542	-0.4557	0.994411	0.361129	0.997737
m.19870	153	2	0	0	0	1	2	0	1	2	1	0	1	1	0	1	1	-0.619	-0.5842	0.999122	0.450987	0.997232
m.19899	782	3	1	5	1	2	3	2	2	2	2	0	3	1	2	2	0	-0.343	-0.3845	0.974437	0.302008	0.996070
m.19914	123	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	-0.525	-0.5174	0.999810	0.407565	0.997730
m.19922	158	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	-0.732	-0.6623	0.995733	0.491906	0.997153
m.19923	914	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	-0.711	-0.5850	0.999097	0.451460	0.997227
m.19927	386	0	6	3	1	1	1	3	1	2	2	1	2	2	2	2	1	0.137	0.1154	0.195608	0.017802	0.886431
m.19936	369	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	-0.870	-0.7182	0.994306	0.514928	0.997844
m.19949	302	0	0	0	1	0	0	0	1	1	2	1	0	1	1	1	1	-0.510	-0.4992	0.999018	0.394448	0.997816
m.1996	868	10	12	8	11	10	10	12	7	8	13	6	7	14	4	11	4	1.267	1.3818	0.000000	0.000000	0.636776
m.19966	302	6	8	6	9	5	6	4	5	9	3	7	7	3	6	4	7	0.881	0.8891	0.000010	0.000001	0.697437
m.19978	746	3	3	4	4	3	6	6	4	4	4	4	4	2	5	5	3	0.955	0.9082	0.000007	0.000000	0.694319
m.19983	183	2	1	3	4	4	2	2	2	4	3	5	2	2	2	3	2	0.285	0.2986	0.040611	0.002992	0.828551
m.19991	861	12	7	14	8	9	12	6	12	3	7	15	5	7	5	9	10	1.244	1.3795	0.000000	0.000000	0.636969
m.19993	588	2	1	1	1	1	1	0	1	1	4	2	3	4	3	1	1	-0.260	-0.2352	0.847462	0.176104	0.981751
m.2	157	5	4	4	4	4	5	3	4	7	5	5	5	5	5	6	4	1.076	1.0315	0.000001	0.000000	0.675695
m.20	400	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.631	-0.5662	0.999675	0.440043	0.997364
m.200	1142	20	17	26	23	21	22	25	20	22	23	23	23	24	23	21	19	2.618	2.7032	0.000000	0.000000	0.590794
m.20009	465	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	-0.671	-0.5895	0.998925	0.454101	0.997198
m.20013	565	5	11	12	11	6	8	10	10	7	10	11	11	10	9	10	5	1.741	1.9317	0.000000	0.000000	0.606692
m.20041	230	9	14	17	16	9	10	16	15	18	17	17	19	17	19	17	17	2.232	3.0489	0.000000	0.000000	0.586999
m.20062	124	2	0	2	0	1	3	0	3	2	1	0	3	1	3	1	0	-0.230	-0.2073	0.807246	0.154891	0.977037
m.20081	531	0	2	3	3	1	1	3	1	5	1	4	3	2	3	2	2	0.260	0.2119	0.091096	0.007314	0.855133
m.2011	367	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1	-0.718	-0.5916	0.998821	0.455321	0.997186
m.20145	264	1	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	-0.551	-0.5038	0.999275	0.397812	0.997799
m.20155	114	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.653	-0.6258	0.997323	0.474100	0.997061
m.20175	165	1	1	1	1	1	2	2	1	2	3	2	3	3	3	3	2	0.218	0.2043	0.097264	0.007876	0.857547
m.202	101	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	2	-0.380	-0.3439	0.953239	0.266975	0.993850
m.2022	539	1	3	3	3	2	0	2	3	2	6	3	4	5	1	7	3	0.802	0.8131	0.000039	0.000002	0.710448
m.20248	122	0	0	0	0	0	0	0	1	0	1	2	1	1	0	1	2	-0.305	-0.2640	0.883245	0.199161	0.985913
m.20249	222	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-0.870	-0.7016	0.994540	0.508606	0.997570
m.20253	281	2	2	2	1	3	3	1	2	2	2	1	2	3	2	2	1	-0.082	-0.0853	0.577848	0.079247	0.949019
m.20256	148	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	-0.679	-0.5522	0.999981	0.431140	0.997476
m.2026	290	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.549	-0.4371	0.990933	0.346141	0.997523
m.20279	200	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	-0.681	-0.6766	0.995213	0.498272	0.997266
m.2030	436	0	4	0	3	1	0	4	0	3	1	2	1	1	1	2	2	-0.095	-0.0921	0.592200	0.082652	0.950862
m.20317	123	0	0	2	2	0	1	1	1	1	2	0	0	1	1	2	1	-0.450	-0.4875	0.998208	0.385749	0.997841
m.2032	373	4	3	7	2	4	3	3	7	7	7	7	4	6	5	7	7	1.553	1.1522	0.000000	0.000000	0.660004
m.20374	285	4	3	5	3	4	4	5	4	3	5	1	4	5	4	5	0	0.390	0.4424	0.008410	0.000558	0.789071
m.20468	481	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	-0.931	-0.7946	0.996265	0.538970	0.999491
m.20487	290	2	0	1	0	0	0	0	0	0	0	0	1	1	3	1	0	-0.281	-0.2518	0.868801	0.189266	0.984237
m.2050	233	0	4	2	2	0	0	2	0	2	2	4	1	2	1	2	1	-0.008	-0.0059	0.409462	0.046518	0.925691
m.20506	179	2	2	2	3	2	2	2	1	2	2	1	3	2	2	2	2	0.151	0.1401	0.163169	0.014328	0.878320
m.20509	361	1	2	2	4	2	1	2	2	1	2	1	2	2	2	2	1	-0.192	-0.2000	0.795836	0.149550	0.975693
m.20530	217	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.662	-0.5523	0.999978	0.431205	0.997475
m.20599	102	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	-0.465	-0.3940	0.978251	0.310124	0.996440
m.20617	373	1	0	3	1	0	0	1	1	0	1	0	1	0	2	1	2	-0.482	-0.4612	0.995247	0.365482	0.997777
m.20656	236	6	2	1	0	4	4	0	4	2	1	2	1	2	0	2	4	-0.300	-0.2541	0.871606	0.191118	0.984563
m.2066	222	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	-0.515	-0.5051	0.999345	0.398757	0.997794
m.20660	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.515	-0.4442	0.992376	0.351908	0.997620
m.2067	217	0	4	2	4	0	0	4	2	5	1	2	5	1	3	0	2	0.082	0.0716	0.263060	0.025700	0.900825
m.20683	314	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	-0.642	-0.5990	0.998528	0.459558	0.997145
m.20684	130	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	-0.389	-0.3992	0.980172	0.314546	0.996621
m.207	457	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	-0.486	-0.4396	0.991446	0.348178	0.997559
m.20764	128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.531	-0.5045	0.999315	0.398321	0.997796
m.20784	421	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-0.581	-0.5302	1.000000	0.416471	0.997644
m.20818	279	2	0	2	0	1	2	0	1	0	0	0	0	1	1	0	0	-0.698	-0.6957	0.994672	0.506256	0.997486
m.20823	136	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	-0.839	-0.7773	0.995322	0.534206	0.999118
m.20828	231	2	2	2	1	1	0	0	1	2	2	1	1	2	0	3	1	-0.163	-0.1536	0.715406	0.117893	0.966110
m.2085	249	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.717	-0.6104	0.998038	0.465898	0.997096
m.20898	435	2	4	3	6	3	3	5	3	5	6	4	2	6	1	5	4	0.546	0.4463	0.008026	0.000531	0.788083
m.20912	285	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	-0.914	-0.8554	0.999988	0.552950	1.000000
m.20916	317	5	7	9	8	6	4	8	4	8	8	9	10	7	8	9	6	1.188	1.2597	0.000000	0.000000	0.648098
m.20918	315	0	3	2	3	3	2	3	1	4	2	2	4	2	3	2	3	0.113	0.1146	0.196727	0.017926	0.886694
m.20924	380	3	4	3	3	3	3	3	2	3	1	2	6	3	4	2	4	0.520	0.5255	0.002968	0.000189	0.768885
m.20930	647	23	33	32	33	20	24	36	29	39	37	33	38	34	37	33	30	1.584	3.2961	0.000000	0.000000	0.584871
m.20941	628	5	8	7	7	4	4	6	5	7	5	6	4	5	5	4	4	0.864	0.8129	0.000039	0.000002	0.710484
m.20945	770	4	1	4	3	4	2	4	1	3	5	2	4	3	1	6	2	0.353	0.3592	0.021662	0.001520	0.811182
m.20950	164	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-0.506	-0.4469	0.992896	0.354087	0.997652
m.20951	166	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	-0.559	-0.5026	0.999200	0.396938	0.997804
m.20957	639	11	11	15	9	12	10	9	10	9	11	12	8	8	10	13	10	1.095	1.1384	0.000000	0.000000	0.661671
m.20959	229	4	10	5	8	5	6	7	4	8	4	4	10	7	8	7	1	0.926	0.9732	0.000002	0.000000	0.684175
m.20967	304	1	2	0	2	1	1	2	2	2	0	0	1	0	1	1	0	-0.616	-0.6057	0.998246	0.463312	0.997114
m.20978	138	4	4	4	5	4	5	4	3	4	4	5	6	3	5	5	4	0.468	0.3685	0.019582	0.001364	0.808611
m.20979	350	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	-0.700	-0.6365	0.996841	0.479556	0.997060
m.20992	502	1	0	1	1	1	0	0	1	1	0	0	2	1	0	0	0	-0.595	-0.5513	0.999998	0.430556	0.997483
m.21	461	16	26	27	27	14	17	27	31	23	21	30	31	22	23	22	33	2.648	2.7631	0.000000	0.000000	0.590064
m.21000	372	3	5	6	5	4	3	6	5	3	5	4	5	5	5	4	3	0.765	0.8249	0.000032	0.000002	0.708365
m.21001	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-0.666	-0.6143	0.997862	0.468014	0.997083
m.21002	259	0	0	3	1	1	1	1	2	0	1	1	0	2	0	2	0	-0.531	-0.4986	0.998971	0.394007	0.997818
m.21013	777	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	-0.733	-0.7017	0.994539	0.508645	0.997572
m.21018	369	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	-0.559	-0.5302	1.000000	0.416471	0.997644
m.21023	149	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	-0.721	-0.6690	0.995487	0.494931	0.997200
m.21024	188	1	0	1	2	2	1	1	1	2	3	2	2	1	2	1	0	-0.126	-0.1163	0.642370	0.095568	0.957181
m.21046	141	1	1	2	1	1	1	1	0	1	1	2	1	1	1	2	2	-0.339	-0.3125	0.930589	0.239902	0.991336
m.21047	294	0	3	4	3	3	4	3	2	3	5	3	3	4	3	5	3	0.262	0.2494	0.065104	0.005024	0.843406
m.21052	665	1	2	1	1	0	0	1	1	0	2	1	0	1	1	1	0	-0.524	-0.4805	0.997578	0.380448	0.997842
m.2107	529	4	3	7	5	6	6	7	6	9	5	8	7	6	7	7	6	0.930	1.0481	0.000001	0.000000	0.673388
m.21074	449	1	1	1	1	1	1	1	1	1	1	0	2	2	0	1	0	-0.147	-0.1363	0.682314	0.107178	0.962097
m.21131	238	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	-0.771	-0.6991	0.994600	0.507617	0.997534
m.21152	377	2	2	4	2	4	2	3	3	1	3	2	2	3	1	3	2	0.283	0.2512	0.064029	0.004932	0.842851
m.21153	225	1	2	3	2	1	1	2	1	2	2	2	2	2	3	3	3	0.069	0.0649	0.274455	0.027130	0.903018
m.21167	266	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.712	-0.6174	0.997710	0.469677	0.997075
m.21179	265	7	9	9	8	6	7	8	4	9	7	10	10	7	9	7	8	1.151	1.1717	0.000000	0.000000	0.657702
m.21180	384	1	0	0	0	1	0	1	1	2	1	0	0	1	2	0	0	-0.130	-0.1181	0.646032	0.096579	0.957635
m.212	347	1	1	2	2	1	2	2	3	2	2	3	2	2	0	2	1	-0.049	-0.0446	0.490911	0.060887	0.937436
m.21217	277	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	-0.621	-0.6340	0.996944	0.478299	0.997059
m.21223	127	0	1	2	0	0	1	1	1	1	1	2	1	2	1	2	1	-0.306	-0.3191	0.935846	0.245567	0.991927
m.21227	279	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	2	-0.578	-0.5345	1.000000	0.419402	0.997613
m.21267	565	0	0	0	0	1	0	0	1	3	1	0	0	1	0	0	0	-0.638	-0.5740	0.999459	0.444855	0.997304
m.21268	784	2	3	3	3	0	1	4	3	0	2	3	0	4	0	2	1	-0.038	-0.0348	0.470032	0.056972	0.934521
m.21281	322	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	-0.454	-0.3723	0.968939	0.291523	0.995515
m.21313	552	4	7	7	6	3	3	6	5	4	8	8	6	9	8	8	6	0.937	0.8958	0.000009	0.000001	0.696336
m.21346	340	4	3	4	2	4	3	4	3	3	3	3	3	3	2	3	3	0.325	0.3234	0.031597	0.002280	0.821314
m.2136	361	0	1	1	2	0	0	1	0	0	0	1	0	0	1	0	0	-0.636	-0.5859	0.999059	0.451991	0.997221
m.21375	111	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	-0.893	-0.8572	0.999999	0.553303	1.000000
m.21376	204	1	0	1	1	1	1	1	1	0	1	0	0	1	0	2	0	-0.732	-0.6495	0.996262	0.485920	0.997090
m.21379	246	6	9	8	8	6	6	9	6	9	7	7	8	6	8	7	6	0.945	0.7302	0.000152	0.000009	0.725743
m.21388	376	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	-0.505	-0.4851	0.997998	0.383939	0.997843
m.21390	125	7	8	7	9	7	7	7	8	9	7	9	9	6	10	6	8	1.454	1.5444	0.000000	0.000000	0.624846
m.21416	355	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	-0.343	-0.3147	0.932373	0.241788	0.991537
m.21438	701	5	7	7	9	6	6	5	5	6	8	4	5	8	6	7	4	0.680	0.6130	0.000893	0.000055	0.749420
m.21445	216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-0.781	-0.6796	0.995108	0.499565	0.997295
m.21457	115	1	5	5	4	1	1	3	2	5	2	4	3	3	5	3	5	0.458	0.4208	0.010852	0.000730	0.794621
m.2146	314	0	1	1	0	0	0	1	1	1	1	1	0	1	2	2	0	-0.348	-0.2821	0.902767	0.214138	0.988165
m.2147	314	2	3	2	2	0	3	3	1	2	1	3	2	2	3	3	4	0.348	0.2943	0.042380	0.003135	0.829823
m.21474	364	1	0	1	1	1	1	1	1	1	2	0	0	2	0	1	0	-0.811	-0.7599	0.994687	0.529030	0.998720
m.21495	148	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	-0.649	-0.5370	1.000000	0.421092	0.997594
m.215	195	7	10	9	9	7	7	10	7	7	8	8	8	6	8	8	7	1.203	1.2235	0.000000	0.000000	0.651896
m.2150	326	3	2	4	2	3	2	3	2	2	2	3	2	3	2	2	4	0.087	0.0780	0.252431	0.024393	0.898727
m.21521	685	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	-0.441	-0.3877	0.975773	0.304747	0.996200
m.21525	176	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	-0.745	-0.6842	0.994961	0.501519	0.997344
m.21529	322	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	-0.669	-0.5944	0.998724	0.456935	0.997170
m.21538	175	2	3	2	4	2	1	2	0	2	2	3	3	1	2	1	0	-0.253	-0.2442	0.859273	0.183194	0.983129
m.21583	404	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.686	-0.6534	0.996100	0.487773	0.997105
m.21596	525	6	1	6	2	6	7	2	5	5	6	6	3	4	4	6	4	0.800	0.7278	0.000158	0.000010	0.726204
m.2164	240	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	-0.700	-0.6253	0.997337	0.473840	0.997061
m.21665	130	1	0	1	0	2	1	1	0	2	1	1	2	2	1	2	0	-0.325	-0.3108	0.929194	0.238446	0.991178
m.21674	280	3	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	-0.569	-0.5029	0.999213	0.397157	0.997803
m.21683	274	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-0.468	-0.4767	0.997187	0.377541	0.997837
m.21690	240	1	2	1	4	1	1	2	2	2	2	2	2	2	3	2	1	0.010	0.0091	0.378970	0.041705	0.920990
m.21691	163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.670	-0.6152	0.997819	0.468499	0.997081
m.217	121	7	7	3	6	7	7	6	2	11	6	6	11	6	10	6	5	1.096	1.0567	0.000000	0.000000	0.672212
m.21702	178	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	-0.685	-0.5803	0.999265	0.448664	0.997259
m.2171	309	2	2	1	2	1	2	2	1	0	2	1	2	1	1	1	1	-0.472	-0.4928	0.998614	0.389715	0.997834
m.21710	219	0	0	1	0	0	0	0	0	1	3	0	1	0	1	1	0	-0.555	-0.5256	0.999989	0.413301	0.997677
m.21736	444	1	1	1	3	1	3	2	0	3	0	2	2	0	1	0	4	-0.039	-0.0353	0.471091	0.057167	0.934671
m.21772	262	2	2	1	1	3	1	3	1	0	1	3	0	0	0	1	2	-0.491	-0.4145	0.985153	0.327446	0.997069
m.21798	281	2	3	3	2	3	3	2	3	1	2	1	1	3	2	3	1	-0.177	-0.1562	0.720248	0.119556	0.966693
m.218	310	9	12	13	11	11	10	10	10	12	13	14	13	11	12	11	10	1.348	1.1594	0.000000	0.000000	0.659146
m.21819	1189	0	4	2	3	0	0	2	0	0	2	0	1	2	2	2	1	-0.215	-0.1951	0.787983	0.146017	0.974765
m.21828	279	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	-0.756	-0.6676	0.995523	0.494305	0.997190
m.21832	170	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.476	-0.4630	0.995515	0.366899	0.997787
m.21842	395	6	9	15	10	6	9	9	15	10	9	7	8	9	8	10	9	1.007	1.0456	0.000001	0.000000	0.673733
m.2185	737	2	1	1	3	2	2	3	2	2	2	0	0	1	1	2	0	-0.374	-0.3559	0.960393	0.277360	0.994620
m.21863	436	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	1	-0.771	-0.8349	0.999784	0.548689	0.999998
m.21864	258	1	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	-0.603	-0.5497	1.000000	0.429514	0.997496
m.21876	142	1	1	2	1	0	1	2	1	1	2	2	1	2	2	2	1	-0.254	-0.2399	0.853701	0.179793	0.982479
m.21911	295	0	0	0	0	0	0	0	0	1	2	3	1	1	2	2	2	-0.128	-0.1186	0.647049	0.096861	0.957761
m.21939	120	0	1	1	2	0	0	0	1	1	1	1	0	1	1	1	1	-0.732	-0.6246	0.997376	0.473476	0.997062
m.21993	204	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.859	-0.7644	0.994821	0.530407	0.998823
m.22064	312	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	-0.897	-0.7914	0.996068	0.538117	0.999426
m.22085	331	1	2	3	5	0	3	3	3	1	3	4	2	2	3	4	1	0.106	0.0966	0.223026	0.020900	0.892616
m.2212	675	0	0	3	1	2	1	2	3	2	2	1	3	2	2	2	0	-0.277	-0.2626	0.881642	0.198017	0.985727
m.22122	295	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	-0.593	-0.5776	0.999353	0.447040	0.997278
m.22127	173	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	-0.595	-0.5222	0.999926	0.410936	0.997700
m.22180	238	0	0	0	0	0	0	0	0	1	1	0	1	2	1	2	0	-0.726	-0.6342	0.996938	0.478400	0.997059
m.22205	653	3	1	0	3	3	1	1	2	4	5	3	4	9	3	7	0	0.745	0.6454	0.000557	0.000034	0.742619
m.22210	207	1	5	0	3	0	1	4	0	1	0	4	2	0	1	0	2	-0.375	-0.3630	0.964263	0.283498	0.995030
m.2223	305	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.930	-0.8546	0.999988	0.552792	1.000000
m.22271	234	0	1	1	1	1	0	1	0	1	1	2	1	1	1	1	1	-0.419	-0.3974	0.979508	0.313017	0.996560
m.22274	438	4	3	4	4	3	3	2	3	3	5	3	4	4	4	4	3	0.788	0.7402	0.000130	0.000008	0.723837
m.22282	310	4	7	7	7	4	4	6	5	4	2	7	7	2	5	3	5	0.539	0.5535	0.002045	0.000129	0.762471
m.2229	343	3	0	1	0	1	3	1	1	1	1	1	0	2	0	1	2	-0.299	-0.2806	0.901234	0.212885	0.987989
m.22295	361	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	-0.681	-0.5502	1.000000	0.429840	0.997492
m.223	287	0	1	2	0	0	0	0	1	0	3	1	0	2	0	0	0	-0.264	-0.2635	0.882674	0.198752	0.985847
m.22300	797	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	-0.578	-0.4890	0.998325	0.386875	0.997840
m.22305	311	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	-0.619	-0.5737	0.999474	0.444672	0.997307
m.22307	275	1	1	2	1	1	1	1	1	1	2	2	1	4	1	2	4	-0.120	-0.1173	0.644404	0.096129	0.957433
m.22336	329	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	-0.394	-0.3624	0.963949	0.282980	0.994996
m.22339	1615	0	0	0	0	1	1	1	0	0	3	0	0	1	3	0	0	-0.183	-0.1821	0.766381	0.136854	0.972206
m.22354	142	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	-0.595	-0.5694	0.999603	0.442030	0.997339
m.22358	156	2	0	2	0	0	2	0	2	1	0	1	0	1	1	1	1	-0.530	-0.4151	0.985337	0.327949	0.997084
m.22365	587	3	5	4	4	1	2	2	2	1	6	2	1	3	2	6	2	0.498	0.4371	0.008958	0.000596	0.790421
m.22377	200	1	1	2	1	1	1	1	0	1	2	1	1	1	1	1	0	-0.457	-0.4279	0.988797	0.338589	0.997366
m.22382	236	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	-0.669	-0.6538	0.996079	0.487962	0.997107
m.22392	222	4	5	4	3	4	4	4	4	6	4	6	6	5	6	5	4	0.818	0.7275	0.000159	0.000010	0.726261
m.22394	559	8	7	4	7	6	3	7	4	5	5	4	4	4	4	5	5	0.711	0.6196	0.000812	0.000050	0.748017
